0.000 1087.660
0.000
493792.506 3410136.539 363.761 8
3
493781.561 3410118.072 350.579 2
493777.735 3410111.616 350.429 2
493777.352 3410110.971 350.406 5
60.000
493785.827 3410115.465 350.404
10
493785.827 3410115.465 350.404 2
493789.818 3410121.809 350.554 2
493790.218 3410122.444 350.531 5
493790.218 3410122.444 350.031 7
493790.484 3410122.867 350.031 7
493790.484 3410122.867 350.531 7
493791.016 3410123.713 350.561 8
493795.010 3410130.062 360.561 8
493796.074 3410131.754 360.621 8
493798.764 3410136.029 367.356 8
8
493785.827 3410115.465 350.404 2
493781.831 3410109.113 350.254 2
493781.432 3410108.478 350.231 5
493781.432 3410108.478 349.731 7
493781.166 3410108.055 349.731 7
493781.166 3410108.055 350.231 7
493780.634 3410107.209 350.261 8
493780.119 3410106.390 351.550 8
65.000
493790.027 3410112.751 350.229
10
493790.027 3410112.751 350.229 2
493794.169 3410118.998 350.379 2
493794.583 3410119.623 350.356 5
493794.583 3410119.623 349.856 7
493794.859 3410120.040 349.856 7
493794.860 3410120.040 350.356 7
493795.412 3410120.873 350.386 8
493799.557 3410127.124 360.386 8
493800.661 3410128.790 360.446 8
493802.963 3410132.261 365.999 8
8
493790.027 3410112.751 350.229 2
493785.880 3410106.497 350.079 2
493785.465 3410105.872 350.056 5
493785.465 3410105.872 349.556 7
493785.189 3410105.455 349.556 7
493785.189 3410105.455 350.056 7
493784.636 3410104.622 350.086 8
493782.721 3410101.734 354.707 8
70.000
493794.163 3410109.943 350.054
10
493794.163 3410109.943 350.054 2
493798.439 3410116.099 350.204 2
493798.866 3410116.715 350.181 5
493798.866 3410116.716 349.681 7
493799.152 3410117.126 349.681 7
493799.152 3410117.126 350.181 7
493799.722 3410117.947 350.211 8
493804.000 3410124.108 360.211 8
493805.140 3410125.750 360.271 8
493805.980 3410126.959 362.235 8
8
493794.163 3410109.943 350.054 2
493789.883 3410103.779 349.904 2
493789.455 3410103.163 349.881 5
493789.455 3410103.163 349.381 7
493789.170 3410102.752 349.381 7
493789.170 3410102.752 349.881 7
493788.600 3410101.931 349.911 8
493786.648 3410099.121 354.473 8
75.000
493798.242 3410107.051 349.879
8
493798.242 3410107.051 349.879 2
493802.634 3410113.126 350.029 2
493803.073 3410113.734 350.006 5
493803.073 3410113.734 349.506 7
493803.366 3410114.139 349.506 7
493803.366 3410114.139 350.006 7
493803.951 3410114.949 350.036 8
493807.260 3410119.527 357.567 8
8
493798.242 3410107.051 349.879 2
493793.846 3410100.970 349.729 2
493793.407 3410100.362 349.706 5
493793.407 3410100.362 349.206 7
493793.114 3410099.957 349.206 7
493793.114 3410099.957 349.706 7
493792.528 3410099.147 349.736 8
493791.355 3410097.523 352.407 8
80.000
493802.270 3410104.088 349.704
8
493802.270 3410104.088 349.704 2
493806.760 3410110.090 349.854 2
493807.210 3410110.691 349.831 5
493807.210 3410110.691 349.331 7
493807.509 3410111.091 349.331 7
493807.509 3410111.091 349.831 7
493808.108 3410111.892 349.861 8
493809.716 3410114.041 353.440 8
8
493802.270 3410104.088 349.704 2
493797.774 3410098.080 349.554 2
493797.325 3410097.479 349.531 5
493797.325 3410097.479 349.031 7
493797.026 3410097.079 349.031 7
493797.026 3410097.079 349.531 7
493796.427 3410096.279 349.561 8
493796.231 3410096.018 349.996 8
85.000
493806.252 3410101.064 349.529
8
493806.252 3410101.064 349.529 2
493810.825 3410107.004 349.679 2
493811.283 3410107.598 349.656 5
493811.283 3410107.598 349.156 7
493811.588 3410107.994 349.156 7
493811.588 3410107.994 349.656 7
493812.198 3410108.786 349.686 8
493812.256 3410108.862 349.814 8
8
493806.252 3410101.064 349.529 2
493801.674 3410095.119 349.379 2
493801.216 3410094.525 349.356 5
493799.171 3410091.869 347.121 6
493798.561 3410091.077 347.091 6
493798.561 3410091.077 346.591 7
493798.256 3410090.681 346.591 7
493798.256 3410090.681 346.664 7
90.000
493810.195 3410097.991 349.354
8
493810.195 3410097.991 349.354 2
493814.836 3410103.878 349.504 2
493815.301 3410104.467 349.481 5
493816.692 3410106.232 347.983 6
493817.311 3410107.017 347.953 6
493817.311 3410107.017 347.453 7
493817.621 3410107.410 347.453 7
493817.621 3410107.410 348.209 7
4
493810.195 3410097.991 349.354 2
493805.550 3410092.098 349.204 2
493805.086 3410091.509 349.181 5
493805.086 3410091.509 344.401 6
95.000
493814.107 3410094.877 349.179
8
493814.107 3410094.877 349.179 2
493818.801 3410100.724 349.329 2
493819.270 3410101.309 349.306 5
493821.670 3410104.298 346.751 6
493822.296 3410105.078 346.721 6
493822.296 3410105.078 346.221 7
493822.609 3410105.468 346.221 7
493822.609 3410105.468 347.144 7
4
493814.107 3410094.877 349.179 2
493809.411 3410089.027 349.029 2
493808.941 3410088.442 349.006 5
493808.941 3410088.442 342.199 6
100.000
493817.996 3410091.734 349.004
8
493817.996 3410091.734 349.004 2
493822.727 3410097.551 349.154 2
493823.200 3410098.133 349.131 5
493825.998 3410101.574 346.175 6
493826.629 3410102.350 346.145 6
493826.629 3410102.350 345.645 7
493826.944 3410102.738 345.645 7
493826.944 3410102.738 346.698 7
4
493817.996 3410091.734 349.004 2
493813.263 3410085.914 348.854 2
493812.790 3410085.332 348.831 5
493812.790 3410085.332 341.351 6
105.000
493821.868 3410088.571 348.829
8
493821.868 3410088.571 348.829 2
493826.622 3410094.371 348.979 2
493827.097 3410094.951 348.956 5
493829.923 3410098.399 345.985 6
493830.556 3410099.172 345.955 6
493830.556 3410099.172 345.455 7
493830.873 3410099.559 345.455 7
493830.873 3410099.559 346.575 7
4
493821.868 3410088.571 348.829 2
493817.114 3410082.769 348.679 2
493816.639 3410082.189 348.656 5
493816.639 3410082.189 340.515 6
110.000
493825.733 3410085.399 348.654
8
493825.733 3410085.399 348.654 2
493830.494 3410091.193 348.804 2
493830.970 3410091.773 348.781 5
493833.191 3410094.476 346.449 6
493833.825 3410095.248 346.419 6
493833.825 3410095.248 345.919 7
493834.143 3410095.634 345.919 7
493834.143 3410095.634 346.989 7
4
493825.733 3410085.399 348.654 2
493820.972 3410079.604 348.504 2
493820.496 3410079.024 348.481 5
493820.496 3410079.024 339.569 6
115.000
493829.596 3410082.225 348.479
8
493829.596 3410082.225 348.479 2
493834.358 3410088.019 348.629 2
493834.834 3410088.599 348.606 5
493836.323 3410090.412 347.042 6
493836.958 3410091.185 347.012 6
493836.958 3410091.185 346.512 7
493837.275 3410091.571 346.512 7
493837.276 3410091.571 347.525 7
4
493829.596 3410082.225 348.479 2
493824.835 3410076.430 348.329 2
493824.359 3410075.850 348.306 5
493824.359 3410075.850 339.231 6
120.000
493833.460 3410079.050 348.304
8
493833.460 3410079.050 348.304 2
493838.221 3410084.845 348.454 2
493838.697 3410085.425 348.431 5
493839.572 3410086.490 347.513 6
493840.206 3410087.262 347.483 6
493840.207 3410087.262 346.983 7
493840.524 3410087.648 346.983 7
493840.524 3410087.649 348.219 7
4
493833.460 3410079.050 348.304 2
493828.698 3410073.255 348.154 2
493828.222 3410072.676 348.131 5
493828.222 3410072.676 338.778 6
125.000
493837.323 3410075.876 348.129
8
493837.323 3410075.876 348.129 2
493842.084 3410081.671 348.279 2
493842.560 3410082.251 348.256 5
493843.118 3410082.929 347.671 6
493843.752 3410083.702 347.641 6
493843.752 3410083.702 347.141 7
493844.070 3410084.088 347.141 7
493844.070 3410084.088 348.415 7
4
493837.323 3410075.876 348.129 2
493832.562 3410070.081 347.979 2
493832.086 3410069.502 347.956 5
493832.086 3410069.502 338.568 6
130.000
493841.186 3410072.702 347.954
8
493841.186 3410072.702 347.954 2
493845.947 3410078.497 348.104 2
493846.424 3410079.077 348.081 5
493846.974 3410079.747 347.503 6
493847.609 3410080.519 347.473 6
493847.609 3410080.519 346.973 7
493847.926 3410080.905 346.973 7
493847.926 3410080.906 348.292 7
4
493841.186 3410072.702 347.954 2
493836.425 3410066.907 347.804 2
493835.949 3410066.328 347.781 5
493835.949 3410066.328 338.563 6
135.000
493845.049 3410069.528 347.779
6
493845.049 3410069.528 347.779 2
493849.811 3410075.323 347.929 2
493850.287 3410075.902 347.906 5
493850.287 3410075.903 347.406 7
493850.604 3410076.289 347.406 7
493850.604 3410076.289 347.591 7
4
493845.049 3410069.528 347.779 2
493840.288 3410063.733 347.629 2
493839.812 3410063.154 347.606 5
493839.812 3410063.154 338.871 6
140.000
493848.913 3410066.354 347.608
8
493848.913 3410066.354 347.608 2
493853.674 3410072.149 347.758 2
493854.150 3410072.728 347.736 5
493854.150 3410072.728 347.236 7
493854.467 3410073.115 347.236 7
493854.468 3410073.115 347.736 7
493855.102 3410073.887 347.766 8
493857.065 3410076.276 351.888 8
4
493848.913 3410066.354 347.608 2
493844.152 3410060.559 347.458 2
493843.675 3410059.979 347.436 5
493843.675 3410059.979 339.613 6
145.000
493852.776 3410063.180 347.450
8
493852.776 3410063.180 347.450 2
493857.537 3410068.975 347.600 2
493858.013 3410069.554 347.577 5
493858.013 3410069.554 347.077 7
493858.331 3410069.941 347.077 7
493858.331 3410069.941 347.577 7
493858.965 3410070.713 347.607 8
493861.963 3410074.361 353.903 8
4
493852.776 3410063.180 347.450 2
493848.015 3410057.385 347.300 2
493847.539 3410056.805 347.277 5
493847.539 3410056.805 340.654 6
150.000
493856.639 3410060.006 347.304
8
493856.639 3410060.006 347.304 2
493861.401 3410065.801 347.454 2
493861.877 3410066.380 347.431 5
493861.877 3410066.380 346.931 7
493862.194 3410066.766 346.931 7
493862.194 3410066.766 347.431 7
493862.829 3410067.539 347.461 8
493866.458 3410071.956 355.084 8
4
493856.639 3410060.006 347.304 2
493851.878 3410054.211 347.154 2
493851.402 3410053.631 347.131 5
493851.402 3410053.631 341.282 6
155.000
493860.503 3410056.832 347.171
8
493860.503 3410056.832 347.171 2
493865.264 3410062.626 347.321 2
493865.740 3410063.206 347.298 5
493865.740 3410063.206 346.798 7
493866.057 3410063.592 346.798 7
493866.057 3410063.592 347.298 7
493866.692 3410064.365 347.328 8
493870.867 3410069.447 356.098 8
4
493860.503 3410056.832 347.171 2
493855.741 3410051.037 347.021 2
493855.265 3410050.457 346.998 5
493855.265 3410050.457 341.221 6
160.000
493864.366 3410053.657 347.050
10
493864.366 3410053.657 347.050 2
493869.127 3410059.452 347.200 2
493869.603 3410060.032 347.177 5
493869.603 3410060.032 346.677 7
493869.921 3410060.418 346.677 7
493869.921 3410060.418 347.177 7
493870.555 3410061.190 347.207 8
493875.316 3410066.985 357.207 8
493876.585 3410068.530 357.267 8
493877.966 3410070.210 360.166 8
4
493864.366 3410053.657 347.050 2
493859.605 3410047.862 346.900 2
493859.129 3410047.283 346.877 5
493859.129 3410047.283 341.762 6
165.000
493868.229 3410050.483 346.941
10
493868.229 3410050.483 346.941 2
493872.990 3410056.278 347.091 2
493873.466 3410056.858 347.069 5
493873.467 3410056.858 346.569 7
493873.784 3410057.244 346.569 7
493873.784 3410057.244 347.069 7
493874.418 3410058.016 347.099 8
493879.180 3410063.811 357.099 8
493880.449 3410065.356 357.159 8
493882.819 3410068.241 362.138 8
4
493868.229 3410050.483 346.941 2
493863.468 3410044.688 346.791 2
493862.992 3410044.109 346.769 5
493862.992 3410044.109 342.586 6
170.000
493872.092 3410047.309 346.845
10
493872.092 3410047.309 346.845 2
493876.854 3410053.104 346.995 2
493877.330 3410053.684 346.973 5
493877.330 3410053.684 346.473 7
493877.647 3410054.070 346.473 7
493877.647 3410054.070 346.973 7
493878.282 3410054.842 347.003 8
493883.043 3410060.637 357.003 8
493884.312 3410062.182 357.063 8
493886.780 3410065.185 362.245 8
4
493872.092 3410047.309 346.845 2
493867.331 3410041.514 346.695 2
493866.855 3410040.935 346.673 5
493866.855 3410040.935 342.671 6
175.000
493875.956 3410044.135 346.755
10
493875.956 3410044.135 346.755 2
493880.717 3410049.930 346.905 2
493881.193 3410050.509 346.883 5
493881.193 3410050.510 346.383 7
493881.510 3410050.896 346.383 7
493881.511 3410050.896 346.883 7
493882.145 3410051.668 346.913 8
493886.906 3410057.463 356.913 8
493888.175 3410059.008 356.973 8
493890.300 3410061.594 361.436 8
4
493875.956 3410044.135 346.755 2
493871.195 3410038.340 346.605 2
493870.718 3410037.761 346.583 5
493870.718 3410037.761 342.840 6
180.000
493879.819 3410040.961 346.665
10
493879.819 3410040.961 346.665 2
493884.580 3410046.756 346.815 2
493885.056 3410047.335 346.793 5
493885.056 3410047.335 346.293 7
493885.374 3410047.722 346.293 7
493885.374 3410047.722 346.793 7
493886.008 3410048.494 346.823 8
493890.769 3410054.289 356.823 8
493892.039 3410055.834 356.883 8
493893.449 3410057.550 359.844 8
4
493879.819 3410040.961 346.665 2
493875.058 3410035.166 346.515 2
493874.582 3410034.587 346.493 5
493874.582 3410034.586 343.940 6
185.000
493883.682 3410037.787 346.575
8
493883.682 3410037.787 346.575 2
493888.443 3410043.582 346.725 2
493888.920 3410044.161 346.703 5
493888.920 3410044.161 346.203 7
493889.237 3410044.548 346.203 7
493889.237 3410044.548 346.703 7
493889.872 3410045.320 346.733 8
493894.453 3410050.896 356.356 8
4
493883.682 3410037.787 346.575 2
493878.921 3410031.992 346.425 2
493878.445 3410031.412 346.403 5
493878.445 3410031.412 344.955 6
190.000
493887.546 3410034.613 346.485
8
493887.546 3410034.613 346.485 2
493892.307 3410040.408 346.635 2
493892.783 3410040.987 346.613 5
493892.783 3410040.987 346.113 7
493893.100 3410041.373 346.113 7
493893.100 3410041.373 346.613 7
493893.735 3410042.146 346.643 8
493897.269 3410046.448 354.066 8
4
493887.546 3410034.613 346.485 2
493882.784 3410028.818 346.335 2
493882.308 3410028.238 346.313 5
493882.308 3410028.238 345.590 6
195.000
493891.409 3410031.439 346.395
8
493891.409 3410031.439 346.395 2
493896.170 3410037.233 346.545 2
493896.646 3410037.813 346.523 5
493896.646 3410037.813 346.023 7
493896.964 3410038.199 346.023 7
493896.964 3410038.199 346.523 7
493897.598 3410038.972 346.553 8
493900.154 3410042.083 351.921 8
4
493891.409 3410031.439 346.395 2
493886.648 3410025.644 346.245 2
493886.172 3410025.064 346.223 5
493886.172 3410025.064 345.879 6
200.000
493895.272 3410028.264 346.305
8
493895.272 3410028.264 346.305 2
493900.033 3410034.059 346.455 2
493900.509 3410034.639 346.433 5
493900.510 3410034.639 345.933 7
493900.827 3410035.025 345.933 7
493900.827 3410035.025 346.433 7
493901.461 3410035.797 346.463 8
493903.122 3410037.818 349.950 8
6
493895.272 3410028.264 346.305 2
493890.511 3410022.470 346.155 2
493890.035 3410021.890 346.133 5
493890.035 3410021.890 345.633 7
493889.717 3410021.504 345.633 7
493889.717 3410021.504 345.879 7
205.000
493899.135 3410025.090 346.215
8
493899.135 3410025.090 346.215 2
493903.897 3410030.885 346.365 2
493904.373 3410031.465 346.343 5
493904.373 3410031.465 345.843 7
493904.690 3410031.851 345.843 7
493904.690 3410031.851 346.343 7
493905.325 3410032.623 346.373 8
493906.644 3410034.229 349.144 8
7
493899.135 3410025.090 346.215 2
493894.374 3410019.295 346.065 2
493893.898 3410018.716 346.043 5
493893.898 3410018.716 345.543 7
493893.581 3410018.330 345.543 7
493893.581 3410018.329 346.043 7
493893.553 3410018.296 346.044 8
210.000
493902.999 3410021.916 346.125
8
493902.999 3410021.916 346.125 2
493907.760 3410027.711 346.275 2
493908.236 3410028.291 346.253 5
493908.236 3410028.291 345.753 7
493908.553 3410028.677 345.753 7
493908.553 3410028.677 346.253 7
493909.188 3410029.449 346.283 8
493910.066 3410030.518 348.128 8
8
493902.999 3410021.916 346.125 2
493898.238 3410016.121 345.975 2
493897.761 3410015.542 345.953 5
493896.226 3410013.673 344.340 6
493895.591 3410012.900 344.310 6
493895.591 3410012.900 343.810 7
493895.274 3410012.514 343.810 7
493895.274 3410012.514 343.803 7
215.000
493906.862 3410018.742 346.035
8
493906.862 3410018.742 346.035 2
493911.623 3410024.537 346.185 2
493912.099 3410025.116 346.163 5
493912.099 3410025.117 345.663 7
493912.417 3410025.503 345.663 7
493912.417 3410025.503 346.163 7
493913.051 3410026.275 346.193 8
493913.303 3410026.581 346.721 8
8
493906.862 3410018.742 346.035 2
493902.101 3410012.947 345.885 2
493901.625 3410012.368 345.863 5
493897.862 3410007.787 341.911 6
493897.227 3410007.015 341.881 6
493897.227 3410007.015 341.381 7
493896.910 3410006.629 341.381 7
493896.910 3410006.629 341.784 7
220.000
493910.725 3410015.568 345.945
8
493910.725 3410015.568 345.945 2
493915.486 3410021.363 346.095 2
493915.963 3410021.942 346.073 5
493916.732 3410022.879 345.264 6
493917.367 3410023.652 345.234 6
493917.367 3410023.652 344.734 7
493917.684 3410024.038 344.734 7
493917.684 3410024.038 345.356 7
8
493910.725 3410015.568 345.945 2
493905.964 3410009.773 345.795 2
493905.488 3410009.194 345.773 5
493901.491 3410004.329 341.575 6
493900.856 3410003.556 341.545 6
493900.856 3410003.556 341.045 7
493900.539 3410003.170 341.045 7
493900.539 3410003.170 341.474 7
225.000
493914.589 3410012.394 345.855
8
493914.589 3410012.394 345.855 2
493919.350 3410018.189 346.005 2
493919.826 3410018.768 345.983 5
493922.034 3410021.456 343.664 6
493922.668 3410022.228 343.634 6
493922.668 3410022.228 343.134 7
493922.986 3410022.614 343.134 7
493922.986 3410022.614 343.657 7
8
493914.589 3410012.394 345.855 2
493909.827 3410006.599 345.705 2
493909.351 3410006.019 345.683 5
493905.159 3410000.917 341.280 6
493904.524 3410000.145 341.250 6
493904.524 3410000.144 340.750 7
493904.207 3409999.758 340.750 7
493904.207 3409999.758 341.174 7
230.000
493918.452 3410009.220 345.765
8
493918.452 3410009.220 345.765 2
493923.213 3410015.015 345.915 2
493923.689 3410015.594 345.893 5
493926.644 3410019.190 342.790 6
493927.278 3410019.962 342.760 6
493927.278 3410019.962 342.260 7
493927.595 3410020.349 342.260 7
493927.596 3410020.349 342.889 7
8
493918.452 3410009.220 345.765 2
493913.691 3410003.425 345.615 2
493913.215 3410002.845 345.593 5
493908.688 3409997.336 340.839 6
493908.053 3409996.563 340.809 6
493908.053 3409996.563 340.309 7
493907.736 3409996.177 340.309 7
493907.736 3409996.177 340.791 7
235.000
493922.315 3410006.046 345.675
8
493922.315 3410006.046 345.675 2
493927.076 3410011.840 345.825 2
493927.552 3410012.420 345.803 5
493930.918 3410016.516 342.269 6
493931.552 3410017.288 342.239 6
493931.552 3410017.288 341.739 7
493931.870 3410017.675 341.739 7
493931.870 3410017.675 342.370 7
8
493922.315 3410006.046 345.675 2
493917.554 3410000.251 345.525 2
493917.078 3409999.671 345.503 5
493912.163 3409993.689 340.342 6
493911.529 3409992.917 340.312 6
493911.528 3409992.917 339.812 7
493911.211 3409992.531 339.812 7
493911.211 3409992.531 340.294 7
240.000
493926.178 3410002.871 345.585
8
493926.178 3410002.871 345.585 2
493930.940 3410008.666 345.735 2
493931.416 3410009.246 345.713 5
493935.143 3410013.782 341.799 6
493935.777 3410014.554 341.769 6
493935.777 3410014.555 341.269 7
493936.095 3410014.941 341.269 7
493936.095 3410014.941 341.887 7
8
493926.178 3410002.871 345.585 2
493921.417 3409997.077 345.435 2
493920.941 3409996.497 345.413 5
493915.652 3409990.059 339.858 6
493915.017 3409989.287 339.828 6
493915.017 3409989.287 339.328 7
493914.700 3409988.901 339.328 7
493914.700 3409988.901 339.915 7
245.000
493930.042 3409999.697 345.495
8
493930.042 3409999.697 345.495 2
493934.803 3410005.492 345.641 2
493935.279 3410006.072 345.619 5
493939.329 3410011.002 341.365 6
493939.964 3410011.774 341.335 6
493939.964 3410011.774 340.835 7
493940.281 3410012.160 340.835 7
493940.281 3410012.160 341.453 7
8
493930.042 3409999.697 345.495 2
493925.280 3409993.902 345.350 2
493924.804 3409993.323 345.327 5
493919.029 3409986.294 339.262 6
493918.395 3409985.521 339.232 6
493918.395 3409985.521 338.732 7
493918.077 3409985.135 338.732 7
493918.077 3409985.135 339.082 7
250.000
493933.905 3409996.523 345.405
8
493933.905 3409996.523 345.405 2
493938.666 3410002.318 345.518 2
493939.142 3410002.898 345.495 5
493943.491 3410008.190 340.929 6
493944.125 3410008.962 340.899 6
493944.125 3410008.963 340.399 7
493944.443 3410009.349 340.399 7
493944.443 3410009.349 341.017 7
8
493933.905 3409996.523 345.405 2
493929.144 3409990.728 345.293 2
493928.668 3409990.149 345.271 5
493922.537 3409982.687 338.832 6
493921.902 3409981.914 338.802 6
493921.902 3409981.914 338.302 7
493921.585 3409981.528 338.302 7
493921.585 3409981.528 338.652 7
255.000
493937.768 3409993.349 345.315
8
493937.768 3409993.349 345.315 2
493942.529 3409999.144 345.394 2
493943.006 3409999.723 345.372 5
493947.652 3410005.379 340.492 6
493948.286 3410006.151 340.462 6
493948.287 3410006.151 339.962 7
493948.604 3410006.537 339.962 7
493948.604 3410006.537 340.580 7
8
493937.768 3409993.349 345.315 2
493933.007 3409987.554 345.236 2
493932.531 3409986.975 345.214 5
493926.044 3409979.080 338.402 6
493925.410 3409978.307 338.372 6
493925.410 3409978.307 337.872 7
493925.092 3409977.921 337.872 7
493925.092 3409977.921 338.222 7
260.000
493941.632 3409990.175 345.225
8
493941.632 3409990.175 345.225 2
493946.393 3409995.970 345.271 2
493946.869 3409996.550 345.249 5
493951.717 3410002.451 340.157 6
493952.352 3410003.223 340.127 6
493952.352 3410003.223 339.627 7
493952.669 3410003.610 339.627 7
493952.669 3410003.610 340.250 7
8
493941.632 3409990.175 345.225 2
493936.871 3409984.380 345.180 2
493936.394 3409983.800 345.157 5
493929.576 3409975.502 337.997 6
493928.942 3409974.729 337.967 6
493928.942 3409974.729 337.467 7
493928.624 3409974.343 337.467 7
493928.624 3409974.343 337.877 7
260.554
493942.060 3409989.823 345.215
8
493942.060 3409989.823 345.215 2
493946.820 3409995.619 345.257 2
493947.296 3409996.198 345.235 5
493952.158 3410002.117 340.128 6
493952.793 3410002.890 340.098 6
493952.793 3410002.890 339.598 7
493953.110 3410003.276 339.598 7
493953.110 3410003.276 340.221 7
8
493942.060 3409989.823 345.215 2
493937.299 3409984.028 345.173 2
493936.823 3409983.448 345.151 5
493929.948 3409975.079 337.930 6
493929.314 3409974.307 337.900 6
493929.314 3409974.307 337.400 7
493928.996 3409973.920 337.400 7
493928.996 3409973.920 337.811 7
262.010
493943.185 3409988.899 345.189
8
493943.185 3409988.899 345.189 2
493947.943 3409994.697 345.221 2
493948.419 3409995.277 345.199 5
493953.316 3410001.243 340.053 6
493953.950 3410002.016 340.023 6
493953.950 3410002.016 339.523 7
493954.267 3410002.402 339.523 7
493954.267 3410002.402 340.146 7
10
493943.185 3409988.899 345.189 2
493932.991 3409976.480 345.120 2
493932.515 3409975.900 345.098 5
493924.902 3409966.624 337.098 6
493923.634 3409965.079 337.038 6
493922.583 3409963.799 336.091 6
493921.949 3409963.026 336.061 6
493921.949 3409963.026 335.561 7
493921.632 3409962.640 335.561 7
493921.632 3409962.640 335.933 7
265.000
493945.498 3409987.004 345.135
8
493945.498 3409987.004 345.135 2
493950.245 3409992.810 345.148 2
493950.720 3409993.391 345.125 5
493955.682 3409999.459 339.900 6
493956.314 3410000.232 339.870 6
493956.314 3410000.232 339.370 7
493956.631 3410000.619 339.370 7
493956.631 3410000.620 339.993 7
10
493945.498 3409987.004 345.135 2
493935.665 3409974.980 345.110 2
493935.190 3409974.399 345.087 5
493927.594 3409965.110 337.087 6
493926.329 3409963.562 337.027 6
493925.064 3409962.016 335.886 6
493924.432 3409961.242 335.856 6
493924.432 3409961.242 335.356 7
493924.115 3409960.855 335.356 7
493924.115 3409960.855 335.728 7
270.000
493949.377 3409983.850 345.045
8
493949.377 3409983.850 345.045 2
493954.089 3409989.684 345.024 2
493954.561 3409990.268 345.002 5
493959.608 3409996.516 339.647 6
493960.236 3409997.294 339.617 6
493960.236 3409997.294 339.117 7
493960.550 3409997.683 339.117 7
493960.550 3409997.683 339.741 7
10
493949.377 3409983.850 345.045 2
493940.132 3409972.404 345.086 2
493939.661 3409971.821 345.064 5
493932.121 3409962.486 337.064 6
493930.865 3409960.931 337.004 6
493929.242 3409958.922 335.529 6
493928.614 3409958.145 335.499 6
493928.614 3409958.144 334.999 7
493928.300 3409957.756 334.999 7
493928.300 3409957.755 335.370 7
275.000
493953.281 3409980.726 344.955
8
493953.281 3409980.726 344.955 2
493957.936 3409986.606 344.901 2
493958.402 3409987.194 344.879 5
493963.504 3409993.637 339.400 6
493964.124 3409994.420 339.370 6
493964.124 3409994.420 338.870 7
493964.434 3409994.812 338.870 7
493964.435 3409994.812 339.494 7
10
